,donor_id,churn_date
281586,-1303130379596038995,2015-9-30
281588,-1299695542672717420,2012-2-24
281590,-1299605502225574394,2018-4-3
281593,-1298860393365026295,2011-6-7
281620,-1296648309046001317,2010-12-27
281622,-1296385304587758279,2007-9-5
281623,-1296385304587758279,2008-10-15
281624,-1296385304587758279,2009-10-13
281668,-1294775410181286961,2020-2-15
281678,-1294278125384770153,2017-10-4
281701,-1293704535228648531,2012-12-1
281713,-1293355748731289193,2020-2-16
281761,-1293132565738934302,2020-3-2
281787,-1292234076742173806,2020-3-12
281792,-1291240905454802025,2017-3-2
281866,-1289665350882656287,2020-3-15
281874,-1286536639303405141,2020-3-4
281926,-1285852784283088662,2005-7-19
281935,-1284352952130341222,2018-9-3
281942,-1283580159288736099,2011-3-27
282177,-1283354475839233475,2020-3-13
282178,-1282852881312285706,2007-1-29
282203,-1282852881312285706,2011-6-27
282298,-1282852881312285706,2020-1-25
282320,-1282512752332558252,2002-9-14
282368,-1282508700768560042,2015-9-13
282501,-1282504468188257491,2020-2-24
282504,-1279652860132022009,2012-1-21
282520,-1279465245154622760,2019-6-29
282568,-1279165123932442659,2014-3-6
282588,-1279165123932442659,2019-5-10
282614,-1278748280328698458,2019-12-31
282623,-1278663864018668243,2011-2-24
282649,-1277790099390909629,2010-11-10
282692,-1275880780525753460,2004-4-14
282704,-1274883298118220050,2012-12-16
282735,-1273743258766641568,2010-10-4
282736,-1272350135914462904,2012-2-12
282771,-1271527121135534506,2018-3-25
282791,-1271527121135534506,2020-1-25
282798,-1270949552565454551,2019-7-3
282818,-1266877910310136723,2010-8-25
282819,-1266877910310136723,2011-3-25
282820,-1266877910310136723,2011-9-25
282822,-1266877910310136723,2012-9-25
282823,-1266877910310136723,2013-3-25
283059,-1265898425664136406,2020-3-14
283063,-1265765656953024459,2002-2-22
283135,-1264587416195897169,2019-8-22
283214,-1264125962226123542,2013-8-6
283216,-1261135272730547452,2004-10-15
283229,-1260666193710814573,2010-1-27
283351,-1259367396257979623,2020-2-25
283359,-1257636879211805673,2006-6-2
283366,-1256848750870912034,2015-8-14
283367,-1256039374466419455,2002-9-14
283385,-1255538310599024261,2017-9-9
283388,-1251284395407478373,2019-6-26
283396,-1251284395407478373,2020-2-25
283405,-1251194859469042039,2001-5-19
283521,-1250595816992096656,2016-9-5
283615,-1250236739865697055,2014-7-25
283616,-1248022617840743697,2019-9-3
283631,-1246881778409365129,2008-4-1
283768,-1245566758931837713,2012-3-20
283777,-1245499565083934542,2013-4-6
283805,-1244997806324023241,2015-3-18
283815,-1243773009578648192,2011-5-24
283868,-1241650702545192755,2020-3-21
283896,-1241582377077353140,2009-6-26
283914,-1241326415418484111,2008-6-28
283927,-1240183726967590256,2013-12-24
283931,-1240183726967590256,2014-7-24
284065,-1239176520494762066,2020-2-23
284076,-1235836335280668049,2003-9-13
284078,-1234272209724574246,2020-1-9
284079,-1233277031851410975,2000-9-7
284080,-1232707863618638028,2019-4-26
284085,-1232707863618638028,2020-1-2
284101,-1231885679043819254,2016-9-19
284112,-1230910247091093652,2013-7-5
284136,-1230695670155138832,2010-7-14
284137,-1229676735580811242,2018-5-10
284214,-1229294603236405228,2020-2-11
284257,-1228776339541366581,2010-10-7
284276,-1226672204511782108,2010-6-9
284285,-1226465336019877472,2011-4-2
284286,-1226016478121672960,2007-5-7
284287,-1226016478121672960,2008-5-2
284288,-1226016478121672960,2009-6-25
284289,-1226016478121672960,2010-5-3
284295,-1225039198055962994,2009-6-16
284301,-1224714986156984667,2019-6-9
284302,-1224714986156984667,2019-11-4
284357,-1223470361166747186,2020-3-5
284363,-1222677522653361069,2020-2-25
284458,-1221222002311623205,2008-9-11
284482,-1220278738180635831,2009-4-20
284508,-1217333795848193458,2020-2-22
284516,-1216223845754386038,2014-3-5
284524,-1215646601856337576,2019-3-10
284759,-1215216666711269536,2020-3-11
284760,-1212965769599810581,2005-7-27
284774,-1212549910882165003,2020-2-17
284783,-1210402496571465607,2020-1-3
284792,-1210400446436637799,2016-4-14
284796,-1210048072252648434,2010-5-31
284797,-1206983640666724095,2004-11-18
284802,-1206983640666724095,2012-11-19
284812,-1203763271181641536,2012-7-14
284814,-1201473057556001117,2012-2-25
284815,-1199718828987530449,2016-4-27
284816,-1199630137570129200,2011-11-1
284875,-1199136327980315554,2015-9-10
284882,-1199079087841785190,2014-12-22
284949,-1197677789380245153,2014-5-18
284950,-1196728109274188321,2011-3-7
284962,-1194801407618915990,2014-5-1
284964,-1193824667622519153,2019-4-15
284971,-1192780850962215653,2011-8-18
284987,-1192261475643864316,2013-8-5
284995,-1191743249108175086,2017-9-11
285000,-1191130338790682213,2009-2-6
285013,-1191119353955989832,2008-2-26
285121,-1191119085078796531,2010-6-21
285134,-1187654220348022444,2020-3-22
285135,-1187122637301133253,2011-7-2
285136,-1187122637301133253,2012-7-2
285137,-1187122637301133253,2013-6-30
285138,-1187122637301133253,2014-7-2
285139,-1187122637301133253,2015-7-2
285140,-1187122637301133253,2016-7-2
285148,-1186955433720053794,2015-3-25
285150,-1183587746228422962,2019-2-20
285165,-1180801010894898090,2007-4-3
285168,-1180801010894898090,2007-11-13
285173,-1180801010894898090,2008-7-13
285308,-1180675983576221322,2020-2-27
285311,-1179093173065614128,2002-9-16
285330,-1176837431470398865,2020-3-10
285349,-1176530066341321073,2016-1-20
285353,-1176168184467189939,2014-8-2
285371,-1175910938000752540,2019-1-20
285375,-1173709384310219721,2007-4-24
285438,-1173284141950858280,2014-11-18
285593,-1169490826268253514,2020-1-11
285724,-1169282069321041619,2018-10-3
285725,-1169282069321041619,2019-5-5
285727,-1168971474984493511,2014-7-11
285795,-1168971474984493511,2020-3-11
285797,-1167802076781864207,2009-4-25
285926,-1167802076781864207,2020-3-20
285949,-1167100462295258264,2003-11-15
286016,-1165963710130231086,2020-1-16
286046,-1165948290354308354,2011-6-24
286050,-1165901513121466517,2010-3-16
286059,-1165704066202117440,2013-5-16
286066,-1165563565579695328,2012-8-21
286082,-1158477443151044920,2020-1-4
286084,-1157956871904036806,2016-4-20
286095,-1157956871904036806,2019-5-7
286132,-1157731802100223877,2020-2-11
286230,-1157507162347424883,2012-5-9
286271,-1153299058984216559,2016-3-19
286307,-1152134772205200225,2020-3-16
286314,-1151460997274540025,2020-2-26
286316,-1150842825477044911,2010-5-18
286327,-1149715797662290110,2010-12-20
286389,-1148203135554702787,2020-2-15
286416,-1147873356016857551,2012-5-13
286475,-1147480574252514474,2008-4-15
286479,-1145643393538578748,2019-6-26
286485,-1145643393538578748,2019-12-17
286488,-1145209890455210972,2009-2-11
286521,-1144598960250389833,2020-1-5
286527,-1141089440099757635,2017-6-24
286550,-1139023553551336292,2013-7-27
286553,-1136709268123180871,2012-7-18
286595,-1136023462101361903,2013-6-14
286598,-1135715583749042602,2008-3-22
286605,-1134230162114466811,2011-5-6
286609,-1129815657447404782,2010-8-24
286611,-1129657504508906101,2020-3-3
286746,-1128721363255285544,2018-3-22
286759,-1128643367922391917,2009-12-18
286779,-1128623758313259439,2004-1-17
286810,-1128019949916212286,2020-3-20
286814,-1127334352051833040,2008-12-2
287045,-1126660501639430141,2020-2-13
287173,-1126254892972424775,2019-7-22
287178,-1125429743183780623,2014-7-20
287384,-1124252624190620928,2020-3-18
287385,-1124073516069579695,2001-2-21
287414,-1124073516069579695,2005-8-20
287430,-1123501133667980663,2006-10-19
287445,-1123501133667980663,2008-2-11
287465,-1123022948468611673,2020-1-4
287483,-1118874147859611317,2009-1-19
287504,-1118549819337220946,2002-5-10
287508,-1118002649638027948,2012-6-19
287510,-1117843514041761293,2016-4-26
287520,-1116336435065861315,2003-3-21
287525,-1113729376632612106,2011-7-6
287562,-1112375839324885044,2003-9-13
287672,-1112375839324885044,2015-9-13
287676,-1112375839324885044,2017-10-21
287702,-1112375839324885044,2020-2-22
287705,-1111334367328003327,2011-7-12
287722,-1111334367328003327,2016-1-1
287745,-1111132522091129099,2018-6-5
287762,-1110743197876533454,2010-8-13
287769,-1109504096433927685,2010-10-21
287770,-1109504096433927685,2011-4-21
287771,-1109504096433927685,2012-4-21
287773,-1109504096433927685,2014-4-21
287813,-1106427719345396575,2015-6-27
287871,-1105997103908534733,2013-5-17
287892,-1104251135191275029,2016-1-8
288021,-1103061415481981946,2017-11-3
288033,-1102008200885014070,2017-2-20
288058,-1101959011737342790,2020-1-28
288064,-1101642669045635424,2013-12-12
288066,-1101468174725766401,2006-11-29
288067,-1101468174725766401,2007-3-28
288076,-1101468174725766401,2012-9-21
288141,-1100702564143973715,2013-3-13
288156,-1100546497014924716,2013-1-3
288163,-1099652983330050568,2012-10-5
288172,-1099652028910977865,2012-1-17
288198,-1099006932020446651,2018-12-31
288201,-1097919435057960086,2001-2-18
288235,-1097386926671536680,2011-10-16
288240,-1097051247139522888,2013-5-12
288316,-1097051247139522888,2020-2-12
288348,-1095829408171407349,2020-2-22
288351,-1093524887593938733,2020-2-28
288364,-1093262187002152424,2020-3-2
288378,-1092163907133911769,2013-1-19
288432,-1092163907133911769,2018-9-30
288435,-1092163907133911769,2020-3-4
288436,-1089688768112441408,2010-3-15
288490,-1087668532230560671,2014-5-31
288491,-1084863849516137321,2001-10-11
288492,-1084863849516137321,2002-10-11
288502,-1082915237301063260,2020-2-10
288508,-1082607116642269167,2007-6-28
288515,-1082269755525456281,2009-5-25
288521,-1081278263178314947,2003-2-14
288523,-1079430564408617353,2012-4-30
288524,-1078893564127702984,2019-4-4
288526,-1077648613740363812,2003-9-12
288528,-1077172742739337714,2017-12-13
288535,-1077051856683721351,2009-4-26
288539,-1076886558029490033,2018-11-27
288602,-1076736553807808733,2014-3-31
288703,-1075672321726522194,2020-3-22
288711,-1074790515340248821,2007-9-3
288739,-1073349372595706378,2004-8-9
288740,-1073243509864389619,2009-6-13
288798,-1071759661626052665,2011-7-12
288928,-1070742431342676434,2011-6-9
288932,-1070605802693080979,2017-10-24
288955,-1070605802693080979,2019-11-24
288964,-1070150158735813613,2002-1-20
288965,-1069468104368821831,2015-2-12
289072,-1068466963626164498,2017-8-10
289093,-1068282475480571059,2004-1-15
289094,-1068269862361384020,2013-8-2
289144,-1067554389818897861,2013-12-15
289151,-1067224431987344472,2012-5-5
289154,-1067093245620991906,2016-4-16
289212,-1066917959865113030,2016-1-24
289239,-1066675959149167644,2020-3-8
289260,-1065611847650124042,2015-2-23
289265,-1064535105288262502,2017-4-7
289296,-1063746377954981833,2003-3-19
289308,-1063427660876470421,2013-1-22
289316,-1063427660876470421,2016-10-27
289346,-1062065428370959811,2020-3-3
289373,-1060295472549965876,2016-7-27
289375,-1059741905676081012,2001-9-12
289419,-1059125325261633355,2020-2-21
289436,-1056429300079519217,2014-8-18
289469,-1056424473029559964,2020-2-25
289565,-1052714864921034463,2016-10-22
289567,-1052577229382371873,2006-10-12
289571,-1051380905224852165,2000-10-10
289579,-1050582808122722037,2018-12-8
289584,-1048427074294308443,2018-7-9
289585,-1048239803957722112,2008-1-21
289642,-1047997505434599297,2005-6-18
289650,-1047930568020139920,2008-10-16
289651,-1047930568020139920,2009-10-16
289652,-1045318817850571666,2006-5-10
289754,-1044349067556660861,2017-9-11
289783,-1044349067556660861,2020-3-5
289827,-1044202722657597287,2018-2-19
289831,-1043362407650669456,2006-10-17
289834,-1043362407650669456,2007-4-17
289838,-1043362407650669456,2012-6-11
289944,-1042946193040906219,2009-6-13
289950,-1041044059297861346,2020-1-14
289955,-1041006178814680842,2011-1-10
289958,-1041006178814680842,2012-1-24
289967,-1040224178382230978,2020-1-27
289985,-1039925057075817679,2008-5-10
289991,-1039925057075817679,2009-5-17
290006,-1039925057075817679,2013-2-3
290018,-1039925057075817679,2014-6-3
290023,-1039553561868908706,2020-2-14
290024,-1039185697935641897,2001-11-17
290035,-1037402302737278414,2008-7-11
290090,-1037167499941039310,2016-7-9
290113,-1034983888079777398,2010-8-9
290160,-1034361162226552835,2020-3-5
290176,-1033677105908965360,2020-1-17
290177,-1033625493958271187,2001-4-10
290217,-1032969112910074027,2004-4-25
290225,-1032950171233113418,2007-7-21
290239,-1032159314052033162,2011-3-17
290311,-1030760575810967092,2017-10-17
290324,-1030760575810967092,2019-1-17
290482,-1029751178681631759,2020-1-28
290510,-1028988358283619593,2018-12-12
290514,-1028713001999397971,2017-10-18
290520,-1028413419381547126,2015-12-6
290533,-1027060914729590212,2013-9-22
290537,-1025003116425110047,2020-2-26
290540,-1023075659485692570,2020-2-29
290564,-1022281796928235534,2016-1-22
290585,-1018708404808890950,2017-12-5
290665,-1017687564722180908,2020-3-13
290674,-1017171258340952841,2020-3-14
290681,-1016963747541161225,2015-7-14
290748,-1016028724263238158,2014-6-18
290777,-1016028724263238158,2017-12-18
290787,-1015476723040782270,2012-7-7
290809,-1015476723040782270,2014-11-6
290856,-1014293039835392611,2010-12-27
290868,-1013532081076381387,2020-3-17
290878,-1013254404645706711,2011-7-15
290894,-1013198642640792982,2019-5-26
290900,-1011644438985476389,2019-6-23
290921,-1011497575275095422,2009-6-24
290946,-1011072775154189016,2020-3-19
290962,-1010075294301469989,2019-9-27
290964,-1010005544103747076,2018-2-4
290973,-1007414875816803983,2009-7-3
290985,-1007414875816803983,2011-6-9
290992,-1006664757341879466,2019-4-25
290997,-1006664757341879466,2020-1-17
291065,-1006099978107679236,2012-8-29
291070,-1005555395011625705,2016-9-9
291114,-1004924069860199519,2004-4-16
291120,-1004924069860199519,2005-1-16
291123,-1004504602636554086,2015-2-16
291175,-1002107173975120171,2011-7-14
291179,-1002107173975120171,2012-2-14
291182,-1002107173975120171,2012-11-13
291184,-1001455642625925460,2018-6-23
291185,-1000425841460128701,2008-6-11
291191,-1000123098254734961,2001-1-7
291214,-1000123098254734961,2003-9-10
291387,-1000123098254734961,2020-3-10
291388,-997837432889138879,2017-9-3
291396,-995062801646653095,2012-7-22
291429,-994472905930045577,2020-1-17
291451,-991653167394373578,2020-3-18
291467,-990158871312266012,2001-10-20
291562,-990083723273577630,2008-9-9
291596,-990083723273577630,2020-2-23
291597,-989366667510025886,2006-8-22
291603,-987630639363038588,2019-9-25
291632,-987181318482140686,2014-6-11
291644,-987126997539146268,2017-4-2
291658,-987126997539146268,2018-8-2
291671,-985729103636089007,2014-5-12
291715,-985729103636089007,2020-3-12
291721,-985535965535922308,2007-10-2
291733,-984655668381697109,2020-2-29
291736,-983891431060231752,2013-6-12
291752,-983449610723539463,2010-2-19
291799,-981376104051173042,2004-7-14
291838,-980985316001907587,2010-3-28
291840,-980929006428514322,2011-12-4
291845,-980906903067499688,2011-9-18
291878,-980029563554846031,2010-3-28
291881,-979536946349777299,2002-5-13
292017,-979308653231036092,2018-4-15
292035,-979308653231036092,2020-1-6
292045,-979143909285621245,2015-11-25
292052,-979143909285621245,2017-1-21
292076,-979143909285621245,2019-1-21
292089,-979143909285621245,2020-2-21
292153,-977970253073763458,2008-7-15
292182,-977970253073763458,2011-3-4
292199,-976637988578797463,2012-12-24
292203,-976327434146369984,2000-10-19
292211,-975768469019545416,2015-10-2
292219,-975307880384806577,2011-11-25
292221,-975017785757799883,2001-1-11
292222,-975017785757799883,2002-1-11
292223,-975017785757799883,2003-1-11
292224,-975017785757799883,2004-1-11
292225,-975017785757799883,2005-1-11
292226,-975017785757799883,2006-1-11
292227,-975017785757799883,2007-1-11
292234,-974477469283367095,2009-6-21
292301,-973398634760401013,2014-7-23
292387,-972999118098068305,2014-2-24
292392,-972508243715297934,2004-7-9
292418,-971933617814438632,2003-1-9
292421,-971933617814438632,2003-7-9
292422,-970275875317734009,2011-9-23
292445,-969755801341687104,2019-3-24
292565,-967900682813908232,2016-12-24
292585,-967900682813908232,2018-10-20
292603,-967305169720491045,2020-1-16
292678,-966627460134989626,2017-5-11
292680,-965673227706673878,2001-2-16
292711,-964704575019641914,2009-10-28
292712,-964176612130073403,2005-2-8
292718,-961564695812422935,2007-6-28
292732,-961564695812422935,2010-3-24
292751,-961564695812422935,2012-7-29
292760,-959208387166372949,2018-11-2
292765,-956970734841310842,2003-4-9
292777,-956970734841310842,2007-5-9
292877,-956520302007260635,2015-5-4
292971,-956087599771695900,2020-1-30
292974,-955821811368665236,2006-1-19
292983,-952725776886656634,2015-12-11
293057,-952289574279317372,2020-3-20
293095,-951993128212583042,2015-7-18
293096,-951353279646937398,2020-3-2
293099,-950867231751349012,2010-7-22
293110,-950354155727273595,2019-10-17
293112,-949674466811245529,2007-3-23
293113,-943964010390857257,2010-3-26
293208,-941835327173981283,2008-9-12
293214,-940880972277741830,2019-2-28
293267,-940406417595022344,2018-7-28
293270,-936843049011473073,2019-7-21
293319,-936144737703015606,2004-6-15
293321,-930692244342730214,2011-2-13
293324,-930260350543094998,2017-2-1
293327,-929818019849191582,2020-3-7
293331,-926873750557652981,2018-9-5
293335,-925627748846066182,2011-1-22
293341,-924680810369392341,2011-1-14
293394,-924541077473140777,2005-11-17
293395,-922387775351019817,2001-9-22
293440,-922370451927652956,2016-3-2
293445,-918294279620187623,2020-2-16
293478,-917389556892328685,2003-5-9
293507,-915706730704241097,2013-8-21
293530,-915337899056120321,2002-7-15
293547,-914970456660097599,2011-9-19
293549,-914872104034359950,2015-12-17
293781,-914526012822301706,2020-3-19
293783,-913924087178132648,2006-1-16
293787,-913873569535633806,2020-2-17
293791,-913470325216281117,2014-9-14
293800,-913470325216281117,2015-6-14
293807,-913290763372363725,2013-9-29
293817,-912788137953046789,2001-6-15
293818,-911412118540698991,2012-1-4
293851,-910875951827397976,2020-3-16
293993,-910198586900842220,2012-8-15
293998,-909352572989356873,2007-3-8
294007,-909194361467114846,2013-1-2
294040,-906364912756392944,2017-2-26
294052,-905682433287448170,2016-4-1
294059,-903889729882451125,2011-11-12
294063,-903601420767747937,2007-11-17
294068,-903532964970463397,2008-8-19
294202,-902999988785509474,2020-2-26
294212,-900898964127901365,2008-7-28
294214,-900898964127901365,2009-2-24
294267,-897380913484938205,2004-12-9
294276,-896705722837757084,2003-8-20
294288,-892428262508910690,2012-10-25
294295,-892188659605648723,2012-9-25
294452,-891575670576248943,2020-1-30
294468,-886151608333699585,2019-6-15
294475,-885830499461838664,2020-3-1
294529,-885490779110438605,2005-2-18
294605,-883960749317605358,2018-8-18
294606,-883667428347015800,2010-3-6
294613,-883667428347015800,2011-2-1
294614,-883667428347015800,2011-6-2
294617,-882376091757163592,2018-5-27
294619,-882376091757163592,2019-1-27
294652,-882297487915213882,2003-5-18
294662,-879385264107856348,2013-11-22
294671,-878492341287055278,2002-5-9
294763,-876567230979580841,2014-8-20
294796,-876567230979580841,2017-10-20
294805,-876567230979580841,2018-10-20
294841,-876086306022385767,2011-3-19
294997,-874349764949696125,2020-1-28
295062,-873506373351015940,2018-11-26
295100,-872188603106733892,2004-6-21
295119,-870599797179069004,2007-11-16
295120,-869311632672555529,2011-9-20
295189,-868838435948771477,2020-1-28
295201,-866078492319238931,2020-2-26
295224,-865577219236003712,2005-11-12
295245,-864915553553718168,2020-2-21
295247,-864744202336613900,2018-4-20
295313,-864657758807392762,2018-8-12
295471,-864469287782186124,2020-1-6
295628,-861667358935075217,2020-1-29
295644,-861334185456475761,2011-5-17
295719,-861085375144904447,2016-9-17
295754,-860668847110912795,2018-6-16
295780,-858681966332535609,2008-12-3
295823,-855547007856097472,2020-1-17
295824,-854273075943457304,2003-12-9
295832,-851915683118479454,2013-11-6
295881,-849808359717784754,2012-5-28
295939,-849746101322517638,2018-3-10
295946,-848600019633417215,2000-10-6
295947,-847870166312149608,2014-8-21
295969,-847440460111911158,2013-1-4
295982,-845447612498212975,2010-1-23
295997,-844730828541269639,2019-6-17
296070,-844493436387010049,2013-3-31
296079,-842583831124423130,2015-5-24
296089,-839938600809313512,2013-6-13
296098,-839921523823845820,2013-3-30
296132,-838497847202659722,2003-5-17
296133,-838198374151195138,2009-4-15
296134,-834302686082693221,2008-12-10
296170,-833267794084521433,2020-2-19
296184,-831401133643024947,2018-10-23
296207,-829274205401028107,2008-11-23
296211,-828395078110135635,2019-7-31
296243,-827221640381566068,2015-4-27
296257,-826737032660169805,2013-11-22
296263,-826399277390401026,2019-3-2
296268,-826399277390401026,2019-10-12
296269,-824992341279564788,2012-5-22
296280,-822945744381336117,2008-9-19
296297,-822487800754765476,2019-6-15
296324,-820663619267557423,2009-11-12
296371,-818589226191165354,2004-7-13
296374,-818220618126752095,2018-7-6
296381,-817453742761164144,2015-12-17
296386,-817453742761164144,2016-5-18
296402,-817453742761164144,2017-11-17
296406,-817453742761164144,2018-8-17
296417,-815989954612471545,2011-4-10
296424,-814718375997336705,2018-1-6
296447,-812766751211627562,2018-4-15
296475,-812106450429534289,2013-12-9
296479,-809073726086928410,2019-8-22
296483,-808173207583063172,2002-8-11
296617,-806753890394252848,2020-2-14
296620,-806285905366421105,2011-8-5
296678,-805377873712167805,2019-8-15
296682,-805377873712167805,2020-3-5
296684,-804533091510235444,2000-10-18
296715,-804025588760073820,2016-1-31
296719,-802711974712604877,2008-8-30
296731,-801276051841444877,2001-9-19
296738,-800992566671898866,2018-5-20
296762,-799906751741625452,2017-5-3
296844,-799905044011522772,2007-8-17
296925,-799402714336649000,2009-2-11
296945,-799390271819748582,2010-10-20
296960,-799134604050317696,2016-7-16
296998,-799134604050317696,2020-3-15
296999,-798734546843458099,2010-4-13
297002,-798563525573938957,2012-2-22
297003,-796822162089229787,2010-7-30
297052,-796036327308461190,2013-1-25
297082,-795040316303891224,2015-10-30
297096,-795040316303891224,2020-1-7
297100,-794882840819821081,2012-6-4
297110,-793963949287748034,2016-1-4
297146,-793554448000965130,2020-3-7
297150,-793379652352624559,2011-12-26
297288,-792974131665896157,2020-2-24
297321,-791884332743129380,2018-4-4
297359,-791761722623876013,2019-2-18
297365,-791069027113201884,2011-3-10
297371,-789761435574445652,2008-6-26
297396,-789081769038173740,2004-6-19
297414,-789077838927684910,2011-12-7
297458,-788722336574267686,2004-3-13
297459,-788348477720497771,2010-7-23
297484,-787880253702878363,2020-2-27
297486,-787090861922819804,2002-2-12
297488,-787078044967801928,2008-9-6
297490,-786093778582985711,2020-3-7
297586,-786030913911845471,2010-5-19
297743,-785235316294760611,2020-1-25
297778,-784112653162310742,2011-9-17
297786,-783866038874780873,2018-1-2
297787,-783516124958844230,2010-5-11
297795,-782344403044524859,2012-11-4
297801,-782344403044524859,2016-11-18
297809,-781963216272377652,2018-9-15
297831,-781259957503825475,2019-6-1
297855,-780753807699433657,2014-1-13
297863,-775936338292919739,2003-6-16
297873,-775216615078515498,2003-6-9
297874,-775168204159769931,2020-2-15
297875,-774493894983849021,2017-10-8
297876,-774493894983849021,2018-10-7
297877,-774493894983849021,2019-10-7
297904,-774095918817272719,2019-2-11
298062,-773796847133750162,2020-1-18
298063,-770439129039806405,2011-10-2
298069,-767099582455135398,2009-6-1
298075,-766202696128202221,2019-1-6
298077,-765743195873609091,2003-6-25
298081,-763977424610886717,2003-2-14
298090,-763547642122771270,2007-10-5
298180,-763178659343445058,2016-6-23
298237,-761185392219458845,2007-7-18
298240,-760604057397853402,2017-9-25
298247,-759345996836503823,2009-8-22
298262,-758936547046400105,2020-3-10
298284,-758847780199408198,2014-8-29
298306,-758847780199408198,2017-4-30
298337,-758847780199408198,2020-1-25
298341,-755542514904182495,2009-5-1
298347,-754555199515297760,2011-6-21
298360,-754555199515297760,2013-3-21
298363,-754555199515297760,2013-9-21
298375,-753700731952346498,2001-8-18
298380,-749695140113763849,2017-9-13
298387,-749143048696787498,2004-5-16
298408,-748129012638704827,2018-9-1
298479,-747779908068026810,2014-2-12
298484,-747038052496631812,2012-6-8
298490,-744601577067851409,2020-3-1
298510,-744133638034705230,2019-9-29
298564,-743801190069865236,2011-8-21
298572,-743657133085680250,2015-7-15
298593,-742920526652774015,2015-2-20
298603,-742920526652774015,2017-8-20
298604,-740105090150038321,2016-7-22
298612,-739706710351616406,2018-3-20
298616,-739706710351616406,2018-10-2
298623,-739382056299049691,2009-6-22
298747,-738108030408704945,2013-2-17
298798,-737815792628264688,2008-12-31
298859,-737815792628264688,2014-4-30
298860,-735668035380928596,2009-9-4
298861,-735668035380928596,2010-9-16
298862,-735668035380928596,2011-9-16
298863,-735668035380928596,2012-9-16
298864,-735668035380928596,2013-9-16
298865,-735668035380928596,2014-9-16
298866,-735668035380928596,2015-9-16
298867,-735668035380928596,2016-9-16
298868,-735668035380928596,2017-9-16
298869,-735668035380928596,2018-9-16
298870,-735668035380928596,2019-9-16
298874,-734808356612062012,2013-8-24
298964,-734796322338945732,2016-7-15
298971,-734413401781260672,2019-2-19
298975,-734413401781260672,2020-2-19
298983,-733205509836534130,2018-11-21
299139,-733067752039563035,2020-1-4
299174,-732996484916521916,2003-7-17
299175,-731507322631453350,2000-9-6
299200,-730850640853378145,2013-1-18
299203,-730818109083959499,2020-2-27
299204,-727194725729586127,2013-6-27
299236,-727194725729586127,2020-3-13
299237,-725899712998965559,2019-1-10
299238,-725899712998965559,2020-1-9
299277,-723372945170317541,2012-4-13
299288,-720471778920497858,2019-8-12
299291,-720195421504368943,2007-9-22
299294,-719537213041525852,2007-12-20
299319,-719468442108840535,2008-12-2
299322,-716736521858451546,2018-11-11
299324,-715790710057233997,2009-7-2
299442,-715589017373213399,2012-11-10
299447,-714916800452006499,2020-2-19
299454,-713843267364786649,2014-5-12
299459,-713706357078422547,2019-5-7
299472,-713691439087361075,2012-4-30
299478,-713691439087361075,2014-10-31
299510,-713607242430491708,2009-7-30
299517,-713607242430491708,2010-5-28
299533,-712763509508647820,2009-5-28
299538,-712517362702481931,2012-3-27
299540,-711999338070733264,2009-2-26
299660,-711949262197907417,2012-4-19
299675,-710897613691969086,2020-2-17
299756,-709522504096278050,2016-6-22
299759,-709055019970630562,2001-1-3
299762,-708833232908479824,2007-3-24
299771,-708525831016932630,2009-8-9
299774,-707265217929161304,2011-5-6
299796,-706136684022566700,2012-6-15
299802,-703220906279721258,2020-1-19
299803,-702130805775040072,2007-2-4
299814,-701162622281486265,2011-2-15
299871,-701162622281486265,2020-2-15
299952,-697537259122213639,2015-4-3
299967,-697537259122213639,2017-8-4
300053,-695099790623562529,2014-1-30
300066,-694539224852607823,2002-8-9
300067,-694236402937984439,2020-2-22
300219,-694232431457489491,2020-1-22
300221,-692279699033213505,2020-2-19
300229,-691363683725736756,2001-8-16
300259,-691363683725736756,2009-6-16
300319,-691363683725736756,2014-9-16
300321,-690087464903162450,2011-11-27
300323,-689222763205218041,2017-11-8
300348,-688930090600715446,2018-8-21
300350,-686577466747035005,2000-10-16
300352,-685765203294933037,2018-3-30
300362,-682510620067262465,2020-2-3
300377,-678215713507176073,2013-8-10
300386,-678215713507176073,2014-11-20
300401,-678057916844036086,2019-2-27
300420,-677291911076862378,2002-3-20
300423,-676241243256024286,2013-8-14
300433,-675550353140584335,2019-9-19
300471,-673338541509591260,2011-11-25
300601,-673304890224374368,2020-2-27
300758,-671920368602910562,2020-1-27
300781,-670029326164388792,2008-11-13
300834,-669984541825280243,2012-8-19
300840,-669872055320575437,2015-8-22
300856,-668815478301472402,2008-5-20
300880,-668421391846598118,2018-7-21
300904,-668193991232944352,2012-7-19
300915,-667344171444169853,2017-3-20
300922,-664647730190656098,2020-3-12
300940,-664497245170259269,2016-7-21
301127,-663270562531615888,2016-4-20
301151,-662915601047101187,2008-12-16
301164,-662688053034167312,2004-3-19
301209,-662401182009907078,2012-9-20
301248,-662401182009907078,2020-3-6
301335,-661933167405853782,2014-4-2
301348,-661661469554801496,2020-2-25
301349,-661630425601180742,2011-7-6
301393,-659831172075170427,2008-11-13
301394,-658749610583285079,2010-4-2
301408,-658331557758841890,2016-6-20
301444,-657871985214989290,2003-7-16
301477,-656677843078946478,2016-1-22
301484,-656441431866641873,2019-12-11
301485,-656354027176793979,2017-3-26
301490,-655766522037778953,2003-2-21
